Budget,Release Year,Revenue,Title,Starring Actors Popularity
50000000,2009,106303988,Race to Witch Mountain,1018.522013
50000000,2009,60161391,The International,1127.715964
50000000,2009,12764201,Street Fighter: The Legend of Chun-Li,708.3240897
50000000,2009,155446362,Knowing,3469.649525
50000000,2009,36348784,The Boat That Rocked,1348.762966
50000000,2009,709827462,The Twilight Saga: New Moon,810.232579
33000000,1995,327311859,Se7en,1436.36325
35000000,1997,126216940,L.A. Confidential,1202.559372
35000000,1997,41954997,Donnie Brasco,1377.220521
35000000,1997,25105255,Midnight in the Garden of Good and Evil,0.0
56000000,2013,19701164,Broken City,3142.883567
37000000,1999,48451803,Magnolia,529.9772358
25000000,1986,38748395,Little Shop of Horrors,0.0
25000000,1986,11000000,Big Trouble in Little China,372.2577443
25000000,1986,79817939,The Golden Child,1037.676666
40000000,2002,22433915,City By The Sea,2371.674478
40000000,2002,8493890,Big Trouble,1871.318831
40000000,2002,18902015,FearDotCom,211.6286248
40000000,2002,10959475,Extreme Ops,228.6424916
40000000,2002,16872671,Life or Something Like It,1118.950086
45000000,2006,184376254,Inside Man,2592.073866
45000000,2006,82800000,Firewall,7137.995039
45000000,2006,38399961,Last Holiday,981.8493641
45000000,2006,178262620,Scary Movie 4,400.4402763
52000000,2011,75450437,The Change-Up,1047.597019
22000000,1982,77737889,Gandhi,0.0
55000000,2013,9489829,Bullet to the Head,2793.542555
55000000,2013,110000000,Free Birds,3633.409379
55000000,2013,95000000,Captain Phillips,8984.948853
60000000,2016,205754447,London Has Fallen,3898.148327
42000000,2004,171963386,Along Came Polly,1493.6708
58000000,2015,158162788,Goosebumps,3056.320078
20000000,1979,35841901,The Black Hole,106.9703646
50000000,2010,83761844,Marmaduke,2358.501679
50000000,2010,105197635,Hereafter,4572.233026
32000000,1995,18552460,The Quick and the Dead,1418.930632
43000000,2005,91974818,The Skeleton Key,473.2774832
43000000,2005,56681566,Elektra,138.815474
43000000,2005,154749918,Monster-in-Law,1367.006392
38000000,2001,207283925,The Fast and the Furious,964.8372365
25000000,1987,76270454,The Untouchables,2168.398307
40000000,2003,244931766,Love Actually,255.0764374
40000000,2003,190212113,Cheaper by the Dozen,231.5775337
40000000,2003,160583018,Johnny English,445.900911
40000000,2003,19322135,Duplex,2015.232892
40000000,2003,141591324,Gothika,1311.004052
45000000,2007,175372502,The Bucket List,3316.278037
45000000,2007,4607608,Love in the Time of Cholera,525.8264151
45000000,2007,148412065,Resident Evil: Extinction,496.0786683
55000000,2014,192330738,The Equalizer,3741.872968
55000000,2014,259207227,Paddington,2000.58914
24000000,1986,133000000,Star Trek IV: The Voyage Home,885.1467976
50200000,2011,127869379,The Adjustment Bureau,5019.043195
42000000,2005,24127895,Lord of War,3071.534976
58000000,2016,783112979,Deadpool,2231.887837
50000000,2011,120081841,We Bought a Zoo,5019.043195
50000000,2011,142851197,"Crazy, Stupid, Love.",2129.91962
50000000,2011,260095987,Super 8,19.50011727
50000000,2011,28931401,Drive Angry,3814.398071
50000000,2011,144492830,I Am Number Four,788.8340283
50000000,2011,110206216,Moneyball,6550.350011
50000000,2011,38502340,Dream House,2124.802038
35000000,1999,40263020,Blast from the Past,329.7837337
49900000,2011,26121638,Your Highness,3985.704796
32000000,1996,152036382,Phenomenon,1014.317692
36000000,2000,3003296,Isn't She Great,322.4531046
37000000,2001,165335153,The Princess Diaries,517.7135687
30000000,1994,51132598,The Naked Gun 33�? The Final Insult,217.9619128
30000000,1994,160638883,Legends of the Fall,1107.269658
30000000,1994,350448145,Speed,83.36415706
38000000,2002,119723358,Spy Kids 2: The Island of Lost Dreams,1134.109643
38000000,2002,51801187,Enough,864.7895214
21000000,1982,177200000,Tootsie,1001.125182
25000000,1988,412800000,Rain Man,984.9944609
40000000,2004,46546197,Torque,827.9070175
40000000,2004,92913171,Secret Window,1964.314661
40000000,2004,95149435,The Princess Diaries 2: Royal Engagement,654.3223482
40000000,2004,26155781,The Whole Ten Yards,5184.698853
40000000,2004,124731534,Ray,228.7944719
45000000,2008,42487390,Bangkok Dangerous,3499.344412
45000000,2008,101702060,Journey to the Center of the Earth,941.2390791
45000000,2008,9323833,Miracle at St. Anna,32.03722508
45000000,2008,73762516,Death Race,596.6033184
28000000,1992,504050219,Aladdin,1502.354827
55000000,2015,203427584,Everest,2013.894781
27000000,1991,96900000,Star Trek VI: The Undiscovered Country,1239.995977
34200000,1999,234801895,Big Daddy,391.6691322
8250000,1951,30000000,Quo Vadis,0.0
20000000,1981,2297493,Under the Rainbow,3902.128517
50000000,2012,41037742,Dredd,514.7926574
50000000,2012,549368315,Ted,2507.297412
50000000,2012,234989584,American Reunion,1001.970361
30250000,1995,115101622,Get Shorty,1418.930632
47000000,2010,10539000,Jonah Hex,1973.946332
32000000,1997,3566637,Cats Don't Dance,0.0
26000000,1990,61489265,Flatliners,186.807031
35866397,2001,20217080,Winged Migration,0.0
30000000,1995,373554033,Toy Story,2377.875526
30000000,1995,254134910,Babe,0.0
30000000,1995,24048000,Virtuosity,965.5063687
30000000,1995,212385533,Ace Ventura: When Nature Calls,1365.63237
38000000,2003,197011982,Spy Kids 3-D: Game Over,1348.437143
39000000,2004,6614280,Against the Ropes,1326.775478
40000000,2005,117195061,Corpse Bride,2223.95669
40000000,2005,46442528,Get Rich or Die Tryin',90.96849601
40000000,2005,68766121,House of Wax,43.76665055
40000000,2005,158733820,Sin City,129.5539211
40000000,2005,31670620,Rent,139.263467
45000000,2009,57881056,Aliens in the Attic,0.0
28000000,1993,669276,The Thief and the Cobbler,3329.157516
28000000,1993,39514713,Hocus Pocus,64.58812247
19000000,1980,44017374,The Shining,339.4359458
20000000,1982,79114085,Conan the Barbarian,1453.775424
50000000,2013,173649015,Anchorman 2: The Legend Continues,2343.809903
50000000,2013,122915111,Escape Plan,4333.639658
50000000,2013,224803475,Hansel & Gretel: Witch Hunters,1337.941685
53000000,2015,98837872,Black Mass,8358.143983
33000000,1999,310940086,Austin Powers: The Spy Who Shagged Me,336.4891858
35000000,2001,147934180,Spy Kids,864.505428
35000000,2001,29400000,The Pledge,2081.895087
35000000,2001,74558115,From Hell,652.5421291
35000000,2001,94728529,The Wedding Planner,893.5518021
35000000,2001,13678913,American Outlaws,86.33859142
47000000,2011,157887643,Final Destination 5,0.0
36000000,2002,102244770,John Q,2253.116885
23000000,1987,51881013,Jaws: The Revenge,487.9276502
23000000,1987,43984230,The Last Emperor,177.8634737
39000000,2005,38869464,Serenity,499.727657
25000000,1990,46836394,GoodFellas,337.8186457
17000000,1977,8720000,Damnation Alley,0.0
40000000,2006,23937870,Stormbreaker,4798.87819
40000000,2006,138259062,Big Momma's House 2,1052.916328
40000000,2006,109676311,The Prestige,1223.144674
40000000,2006,120175290,Apocalypto,0.0
40000000,2006,60474340,Marie Antoinette,3158.839774
40000000,2006,114830111,The Lake House,3768.259685
40000000,2006,86915017,The Illusionist,909.4388453
40000000,2006,120455994,Eight Below,835.7614011
45000000,2010,60222298,The Ghost Writer,4998.429776
22700000,1987,38119483,Spaceballs,161.8443151
50000000,2014,97437106,The Book of Life,4062.486933
50000000,2014,160602194,Into the Storm,2193.503228
50000000,2014,80383290,Muppets Most Wanted,629.6419161
50000000,2014,222809600,Non-Stop,3681.691138
50000000,2014,188441614,22 Jump Street,1502.345304
50000000,2014,83719388,The Judge,6162.973761
50000000,2014,212902372,Into the Woods,2795.048175
34000000,2001,19693891,Summer Catch,267.9568309
33000000,2000,104155843,The Cell,526.2366799
35000000,2002,45479110,Queen of the Damned,144.4510975
35000000,2002,29882645,The Four Feathers,682.5826685
35000000,2002,75395048,The Count of Monte Cristo,313.0733452
35000000,2002,16838910,Femme Fatale,1134.109643
35000000,2002,120072577,The Pianist,158.3002836
35000000,2002,68349884,Ghost Ship,457.787841
36000000,2003,44350926,A Man Apart,1666.979576
41677699,2008,187479518,Ponyo,0.0
37000000,2004,96455697,13 Going on 30,41.69695822
37000000,2004,113086475,White Chicks,213.0206674
30000000,1997,51376861,Mortal Kombat: Annihilation,357.4785756
44000000,2010,48190704,Charlie St. Cloud,739.4605148
25000000,1991,78000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,154.9210341
40000000,2007,145896422,Music and Lyrics,2596.52042
40000000,2007,41797066,Aliens vs Predator: Requiem,0.0
40000000,2007,62771059,The Reaping,578.443341
18000000,1980,23000000,Raging Bull,248.8522827
18000000,1980,538400000,The Empire Strikes Back,2399.596647
45000000,2011,160078586,Johnny English Reborn,538.8669732
45000000,2011,165184237,The Muppets,1371.255215
28000000,1995,31596911,Rob Roy,730.6710169
27000000,1994,101646581,Timecop,85.50736687
50100000,2015,153962963,Focus,7338.328334
50000000,2015,71561644,Run All Night,4231.626444
50000000,2015,3324330,Child 44,4284.068377
50000000,2015,242786137,Daddy's Home,4622.992096
35000000,2003,11560806,The Order,714.0579083
35000000,2003,131282949,School of Rock,1263.679336
32000000,2000,48814909,Men of Honor,1648.536761
26000000,1993,206678440,Philadelphia,694.0260561
30000000,1998,19204929,The Replacement Killers,466.5266335
30000000,1998,82150642,Elizabeth,0.0
30000000,1998,100491683,The Rugrats Movie,1221.039178
30000000,1998,29202884,Bulworth,346.9836965
30000000,1998,9898412,Very Bad Things,1185.042164
38000000,2006,29907685,Pulse,0.0
48000000,2014,325771424,Taken 3,3681.691138
25000000,1992,411006740,The Bodyguard,2330.623628
40000000,2008,9793496,The Express,1423.315707
40000000,2008,7400000,The Children of Huang Shi,344.5561745
40000000,2008,84601681,Made of Honor,696.070583
40000000,2008,151161491,Vantage Point,1423.315707
18000000,1981,12000000,Blow Out,541.2605685
18000000,1981,2945600,The Legend of the Lone Ranger,0.0
18000000,1981,14110013,Dragonslayer,0.0
18000000,1981,389925971,Raiders of the Lost Ark,3923.652266
45000000,2012,376141306,Taken 2,2964.85182
45000000,2012,82966152,Savages,257.2635209
45000000,2012,30353232,Alex Cross,207.3889289
28000000,1996,16900000,Michael Collins,673.4059187
49000000,2015,104399548,Chappie,1356.483868
41000000,2009,91636986,"I Love You, Man",466.4097603
46000000,2013,122126687,Prisoners,3184.629258
24000000,1991,41895491,The Fisher King,794.7744001
3950000,1930,8000000,Hell's Angels,0.0
42000000,2010,11087569,The Warrior's Way,1580.834135
44500000,2012,232324128,Argo,2721.536981
20000000,1985,18432000,Ladyhawke,208.6764776
50000000,2016,25035950,Free State of Jones,2447.572762
50000000,2016,69411370,13 Hours: The Secret Soldiers of Benghazi,237.2912759
50000000,2016,55969000,Zoolander 2,6732.201342
50000000,2016,216972543,Central Intelligence,4339.330471
33000000,2002,102984862,Resident Evil,325.9772522
35000000,2004,22034832,Little Black Book,622.9907429
35000000,2004,36098382,Jersey Girl,2643.255232
32000000,2001,40222729,Hardball,1777.692244
26000000,1994,36800000,Highlander: The Final Dimension,108.2987988
31000000,2000,68106245,Frequency,457.7803888
11000000,1965,111858363,Doctor Zhivago,0.0
38000000,2007,5410749,Virgin Territory,2078.086041
10000000,1962,50100000,The Longest Day,0.0
25000000,1993,441286195,Mrs. Doubtfire,2505.02476
25000000,1993,56505065,Tombstone,838.4646921
40000000,2009,46471023,Fantastic Mr. Fox,3316.277271
40000000,2009,28169671,Cirque du Freak: The Vampire's Assistant,558.0537271
40000000,2009,129540499,Julie & Julia,2278.959221
40000000,2009,317375031,The Proposal,2014.700413
40000000,2009,177259441,He's Just Not That Into You,2819.855832
40000000,2009,28972508,Shorts,132.2368565
40000000,2009,186167139,The Final Destination,0.0
40000000,2009,12206028,Whiteout,1444.484821
40000000,2009,60462347,Ninja Assassin,206.1957466
18000000,1982,70687344,Firefox,352.1349001
28000000,1997,5684789,Kundun,0.0
28000000,1997,8345056,A Simple Wish,95.20784947
27000000,1996,231976425,The English Patient,702.6758343
27000000,1996,25023434,Kingpin,66.53188287
42000000,2011,89162162,Red Riding Hood,2220.962178
35000000,2005,19294901,Cursed,532.6167423
35000000,2005,19478106,Valiant,3059.408255
35000000,2005,68915888,Guess Who,394.5891966
35000000,2005,86369815,Sky High,791.0767313
35000000,2005,25224242,North Country,964.190716
32000000,2002,55157539,The Mothman Prophecies,1790.119519
31000000,2001,24185781,Hearts in Atlantis,2007.801044
23000000,1991,7434726,Harley Davidson and the Marlboro Man,15.15631158
23000000,1991,86930411,The Naked Gun 2½: The Smell of Fear,44.45892445
30000000,2000,173959438,Big Momma's House,440.321877
30000000,2000,47126295,High Fidelity,698.4352002
30000000,2000,136706683,Remember the Titans,1958.337866
30000000,2000,45554533,The Tigger Movie,0.0
30000000,2000,37036004,Keeping the Faith,771.3234122
44000000,2013,63327201,The Host,694.8708061
39000000,2009,101229792,The Time Traveler's Wife,1155.002781
29000000,1999,50041732,Stigmata,824.0427733
25000000,1994,28341469,The Shawshank Redemption,1411.726408
25000000,1994,22200000,Don Juan DeMarco,1378.308384
25000000,1994,48063435,The Shadow,580.7035049
17000000,1981,2000000,Roar,0.0
40000000,2010,126248813,Predators,2381.011848
40000000,2010,136000000,The Bounty Hunter,1912.759354
40000000,2010,58785180,Morning Glory,7247.293499
40000000,2010,90029656,Get Him to the Greek,331.3768758
40000000,2010,224920315,The Social Network,193.6584807
41000000,2011,7448385,The Big Year,2840.478968
6000000,1946,20400000,Duel in the Sun,132.798897
19000000,1985,381109762,Back to the Future,99.75158861
22000000,1990,505000000,Ghost,339.0426267
22000000,1990,424208848,Dances with Wolves,174.020706
27000000,1997,60527873,Kiss the Girls,2434.850969
42000000,2012,201585328,21 Jump Street,676.3051703
42000000,2012,180274123,The Impossible,4881.089093
42000000,2012,46221189,Man on a Ledge,4036.761349
20000000,1987,299965036,Beverly Hills Cop II,1211.515736
33000000,2004,54700105,The Punisher,2400.693104
35000000,2006,42064105,A Good Year,1736.523418
35000000,2006,10496317,Bandidas,670.3744345
35000000,2006,15304890,The Fountain,1223.144674
35000000,2006,326551094,The Devil Wears Prada,930.737026
35000000,2006,12506188,Zoom,1963.928708
32000000,2003,52277485,Radio,1431.539352
32000000,2003,173398518,Elf,819.2626086
43000000,2013,158674180,The Heat,2649.463641
26000000,1996,116400000,The First Wives Club,557.9031866
31000000,2002,177394432,Hero,360.1157639
37000000,2008,392616625,Twilight,314.8776678
37000000,2008,63800345,Space Chimps,663.7738446
37000000,2008,100076342,Nim's Island,1442.938538
37000000,2008,163720069,Burn After Reading,5556.699604
12000000,1970,89800000,Patton,42.02670119
30000000,2001,287553595,American Pie 2,418.2703142
30000000,2001,23619609,The Glass House,573.0468603
30000000,2001,18195610,Antitrust,391.3263224
38000000,2009,205298907,The Ugly Truth,1363.574521
44000000,2014,12342632,The Interview,3796.144977
25000000,1995,4064495,Tank Girl,0.0
26500000,1997,159375308,Princess Mononoke,0.0
40000000,2011,97138686,Scream 4,928.0632033
40000000,2011,173930596,In Time,935.2047459
40000000,2011,97552050,Paul,985.8438707
40000000,2011,55247881,Extremely Loud & Incredibly Close,9205.501102
40000000,2011,85412898,The Lincoln Lawyer,1571.035124
40000000,2011,60965854,Colombiana,3679.186119
40000000,2011,51070807,The Mechanic,1099.591796
18000000,1984,87000000,Star Trek III: The Search for Spock,693.8330158
18000000,1984,51973029,Amadeus,0.0
18000000,1984,100000000,Conan the Destroyer,213.7115073
28000000,1999,8888143,"Mystery, Alaska",75.0967357
36500000,2008,21834845,The Inhabited Island,0.0
15000000,1978,50000000,The Deer Hunter,101.0739375
25530000,1996,20080020,Flipper,656.4281077
27000000,1998,27200316,Dark City,199.0527729
27000000,1998,76000000,The Newton Boys,606.3852327
20000000,1988,13854000,My Stepmother is an Alien,591.2836472
35000000,2007,63215872,Lions for Lambs,7889.21116
35000000,2007,18317151,Walk Hard: The Dewey Cox Story,387.5026516
35000000,2007,69307224,License to Wed,4691.174525
32000000,2004,50907422,Team America: World Police,0.0
30000000,2002,105834556,About Schmidt,2073.829873
30000000,2002,33013805,Confessions of a Dangerous Mind,4163.114089
30000000,2002,27674124,The Quiet American,924.208671
30000000,2002,180622424,Sweet Home Alabama,344.4219281
38000000,2010,252276927,True Grit,4572.233026
44000000,2015,155760117,The Hateful Eight,4251.915274
25000000,1996,10070000,Mrs. Winterbourne,83.63378356
25000000,1996,51702483,Maximum Risk,462.7537924
25000000,1996,17193231,Fled,111.6114957
9400000,1963,60000000,"It's a Mad, Mad, Mad, Mad World",127.2515238
40000000,2012,22044277,A Thousand Words,6995.784665
40000000,2012,41863726,The Guilt Trip,1391.576182
40000000,2012,132820716,Zero Dark Thirty,199.5160435
40000000,2012,36893721,One for the Money,983.926838
40000000,2012,79700000,What to Expect When You're Expecting,7456.397514
40000000,2012,24719215,Big Miracle,2823.455532
13000000,1974,47542841,The Godfather: Part II,889.6724359
28000000,2000,33000337,Dracula 2000,577.2157119
28000000,2000,90449929,Bring It On,561.3861944
18500000,1986,183316455,Aliens,277.4726085
17900000,1985,6948633,Red Sonja,672.8973991
24000000,1995,182016617,The Bridges of Madison County,696.5430537
27000000,1999,56870414,Lake Placid,2009.9023
42000000,2014,107670357,Horrible Bosses 2,1397.675732
34000000,2007,95608995,TMNT,1041.348033
33000000,2006,62022014,Snakes on a Plane,3745.331713
14000000,1977,185438673,The Spy Who Loved Me,873.372044
14000000,1977,30749142,Exorcist II: The Heretic,1490.615693
35000000,2008,25871834,Superhero Movie,202.212073
35000000,2008,170000000,What Happens in Vegas,6220.808033
35000000,2008,75225693,Revolutionary Road,4548.639108
35000000,2008,72436439,Mirrors,426.4935762
35000000,2008,69823199,21,2002.145363
35000000,2008,85416905,Max Payne,1770.232332
35000000,2008,32483410,Untraceable,817.7595786
35000000,2008,43650785,Welcome Home Roscoe Jenkins,1450.749111
32000000,2005,60740827,A History of Violence,3453.339751
32000000,2005,97918663,Are We There Yet?,969.7307071
32000000,2005,85167639,Transporter 2,397.8462835
26000000,1998,65705772,Ever After: A Cinderella Story,1549.793718
31000000,2004,27388767,Ella Enchanted,1299.143582
31000000,2004,41512007,Wimbledon,2696.42792
37000000,2010,154026136,The Town,2671.158979
23000000,1994,351583407,The Mask,0.0
30000000,2003,180949000,Kill Bill: Vol. 1,529.2092256
30000000,2003,15368897,Alex & Emma,904.7164465
30000000,2003,114908830,Freddy vs. Jason,365.9187105
30000000,2003,90259536,Identity,846.5879154
38000000,2011,114156230,Water for Elephants,2186.634897
39000000,2012,35287788,Frankenweenie,764.8918579
29000000,2002,16930185,Serving Sara,312.4051566
25000000,1997,100000000,Spice World,0.0
16000000,1982,53977250,The Verdict,976.075511
40000000,2013,149295601,Lone Survivor,3142.883567
40000000,2013,95020213,42,6528.185702
40000000,2013,251171807,American Hustle,4231.010552
40000000,2013,44907260,Grudge Match,4181.190279
40000000,2013,74597643,Escape from Planet Earth,1552.371621
18000000,1986,41382841,Peggy Sue Got Married,0.0
28000000,2001,14010832,Ghosts of Mars,647.6555371
28000000,2001,77516304,Serendipity,759.9427367
28000000,2001,60780981,Zoolander,1350.429374
15000000,1980,67182787,Coal Miner's Daughter,0.0
22000000,1993,10696210,RoboCop 3,126.8974865
22000000,1993,321365567,Schindler's List,170.6201072
10500000,1968,68700000,2001: A Space Odyssey,0.0
20000000,1990,53000000,Edward Scissorhands,186.807031
35000000,2009,27409889,The Young Victoria,445.5835153
35000000,2009,92219310,Old Dogs,4535.775271
35000000,2009,155545279,Hannah Montana: The Movie,396.364512
35000000,2009,459270619,The Hangover,19.92635851
35000000,2009,91353501,Underworld: Rise of the Lycans,327.6122282
35000000,2009,73034460,Hotel for Dogs,291.4663227
32000000,2006,5914908,The Good German,2706.43621
32000000,2006,80197993,Nacho Libre,1186.834093
36000000,2010,64572262,Hot Tub Time Machine,1983.53993
37000000,2011,95404397,Dolphin Tale,3659.47888
37000000,2011,96047633,The Rite,2161.536377
11000000,1970,2200000,The Molly Maguires,2177.219769
39200000,2013,86758912,Snowpiercer,2932.054856
30000000,2004,152159461,Kill Bill: Vol. 2,748.6974953
30000000,2004,611899420,The Passion of the Christ,507.9412526
30000000,2004,21800302,Mr. 3000,188.4407679
30000000,2004,140161792,The SpongeBob SquarePants Movie,9.440303384
30000000,2004,13001257,Wicker Park,1014.368132
30000000,2004,216763646,Million Dollar Baby,2955.917212
30000000,2004,14000000,Welcome to Mooseport,2303.85075
29000000,2003,98185582,Once Upon a Time in Mexico,1348.437143
25000000,1998,289317794,Shakespeare in Love,589.5335667
25000000,1998,50671850,Bride of Chucky,286.7382196
25000000,1998,21567853,He Got Game,1411.509965
25000000,1998,777423,Without Limits,392.4006215
40000000,2014,169837010,Dumb and Dumber To,4717.724332
40000000,2014,126546825,Lucy,3932.517446
40000000,2014,126069509,Sex Tape,7261.288269
40000000,2014,123494610,Blended,3591.801533
40000000,2014,196781193,The Other Woman,7261.288269
40000000,2014,67347013,Jersey Boys,1084.962602
18000000,1987,98235548,Predator,804.3908851
19000000,1989,110879513,Sea of Love,888.6687543
22000000,1994,189833357,The Santa Clause,1355.375052
24000000,1997,172363301,Scream 2,514.3860506
33000000,2008,269958228,Gran Torino,1278.497542
35000000,2010,60251371,Secretariat,820.1820143
35000000,2010,93246388,Nanny McPhee and the Big Bang,2061.680326
35000000,2010,77477008,The Back-Up Plan,1438.018442
35000000,2010,39340177,Furry Vengeance,1599.156473
36000000,2011,83160734,Hall Pass,2840.478968
26000000,2000,28780255,Boiler Room,849.7531357
26000000,2000,71868327,"O Brother, Where Art Thou?",759.6932112
30000000,2005,18618284,An Unfinished Life,3205.093729
30000000,2005,58405313,Must Love Dogs,939.9068027
30000000,2005,15007991,The Cave,227.364092
30000000,2005,50451307,Fever Pitch,2581.765189
30000000,2005,42886719,A Lot Like Love,394.5891966
30000000,2005,192452832,The Curse of the Were-Rabbit,1729.470269
30000000,2005,35294470,Assault on Precinct 13,2560.101173
30000000,2005,30536013,The New World,1147.96817
30000000,2005,93772522,Racing Stripes,618.5346768
30000000,2005,25473093,Dark Water,854.7721397
30000000,2005,76669806,Coach Carter,3620.5376
30000000,2005,27610873,Goal!: The Dream Begins,0.0
38000000,2013,98337295,Riddick,2444.012385
38000000,2013,90247624,Rush,1041.219258
21000000,1993,42000000,Teenage Mutant Ninja Turtles III,161.4855541
29000000,2004,115603229,The Notebook,85.45334106
10000000,1968,37402877,Oliver!,0.0
25000000,1999,15156200,The Corruptor,164.362219
25000000,1999,4152230,Idle Hands,5.098718089
25000000,1999,13000000,Brokedown Palace,2009.9023
17000000,1986,6735922,Nine 1/2 Weeks,410.8785564
40000000,2015,13644292,The Gunman,1862.614382
40000000,2015,111811453,Get Hard,2360.931172
40000000,2015,34227298,Victor Frankenstein,6304.988602
40000000,2015,165478348,Bridge of Spies,8725.209175
40000000,2015,100000000,Baahubali: The Beginning,0.0
40000000,2015,571006128,Fifty Shades of Grey,23.09999223
18000000,1988,151668774,Big,170.3744178
28000000,2003,58795814,Agent Cody Banks,80.87504475
15000000,1982,125212904,First Blood,426.9775201
15000000,1982,19629760,The Thing,142.7106626
22000000,1995,110627965,The Net,677.8069372
24000000,1998,4562146,Meet the Deedles,1172.060934
27000000,2002,129000000,About a Boy,1698.852383
20000000,1992,121697323,Wayne's World,0.0
33000000,2009,20645327,Pandorum,1595.951227
33000000,2009,14000000,Micmacs,68.01527952
35000000,2011,117000000,Horrible Bosses,2093.995639
35000000,2011,150483765,Friends with Benefits,831.4017039
35000000,2011,82087155,Abduction,1792.20244
35000000,2011,84606030,J. Edgar,5797.547068
35000000,2011,59901913,Something Borrowed,1012.204121
32000000,2008,113019290,The Reader,3489.127575
9500000,1967,111584787,You Only Live Twice,1823.514486
37000000,2013,269994119,We're the Millers,2407.294439
30000000,2006,31070211,Ultraviolet,464.0977024
30000000,2006,34742066,Take the Lead,1878.707877
30000000,2006,53653224,Stranger Than Fiction,1932.028172
30000000,2006,35078241,Miss Potter,4798.87819
30000000,2006,495303,Idiocracy,539.011651
30000000,2006,41480851,Gridiron Gang,510.9287029
29000000,2005,21126225,The Jacket,872.2315843
25000000,2000,152500343,Chocolat,422.8883215
25000000,2000,15843608,Highlander: Endgame,297.8157917
25000000,2000,24362772,The Next Best Thing,614.7407697
25000000,2000,91036760,Romeo Must Die,8.45456237
17000000,1987,19300000,Superman IV: The Quest for Peace,1459.257879
40000000,2016,124827316,Ride Along 2,1076.242923
40000000,2016,320170008,The Conjuring 2,1061.029543
18000000,1989,26828365,Glory,234.9535825
28000000,2004,102356381,Dawn of the Dead,138.5120373
28000000,2004,30016165,Laws of Attraction,3531.254639
28000000,2004,64445708,Miracle,717.4171281
15000000,1983,61399552,National Lampoon's Vacation,118.2057702
19000000,1991,272742922,The Silence of the Lambs,433.6311545
24000000,1999,16290976,Muppets from Space,0.0
24000000,1999,8434146,Play It to the Bone,782.5346567
14000000,1981,85000000,Das Boot,0.0
14000000,1981,439564,Sphinx,0.0
35000000,2012,31083599,Premium Rush,1310.704182
35000000,2012,88058786,This Is 40,1336.527804
35000000,2012,24159934,Wanderlust,2435.085094
35000000,2012,2106557,Stolen,3927.112252
32000000,2009,27635305,The Road,3366.041877
26000000,2002,38793283,Clockstoppers,155.9838341
23000000,1998,369884651,There's Something About Mary,1185.042164
23000000,1998,185991646,The Waterboy,73.58747712
30000000,2007,219076518,Knocked Up,149.2032907
30000000,2007,75505973,30 Days of Night,1110.773485
30000000,2007,129266061,Atonement,2119.978884
30000000,2007,14711793,The Assassination of Jesse James by the Coward Robert Ford,5249.473875
30000000,2007,156835339,P.S. I Love You,1078.580019
30000000,2007,16930884,88 Minutes,1630.513912
30000000,2007,77566815,The Number 23,4521.187862
38000000,2015,107597242,Paul Blart: Mall Cop 2,1233.972198
4000000,1939,400176459,Gone with the Wind,47.09173308
25000000,2001,64437847,Kiss of the Dragon,147.4604954
25000000,2001,281929795,Bridget Jones's Diary,1283.749678
25000000,2001,80936232,Jimmy Neutron: Boy Genius,0.0
16000000,1986,5900000,Highlander,0.985859669
18000000,1990,476684675,Home Alone,54.92817087
28000000,2005,121147947,Pride & Prejudice,632.6171082
28000000,2005,186438883,Walk the Line,1943.229499
15000000,1984,17080167,Firestarter,2141.895588
15000000,1984,316360478,Beverly Hills Cop,242.0249539
24000000,2000,12372410,Ready to Rumble,590.5598932
24000000,2000,36609995,Return to Me,318.4899716
24000000,2000,13700000,The Ladies Man,35.76858777
27000000,2004,13000000,Suspect Zero,2546.316785
27000000,2004,115505027,Closer,4019.333515
27000000,2004,21148829,Mindhunters,134.3112667
20000000,1994,305070,Rapa Nui,0.0
35000000,2013,27330000,Mandela: Long Walk to Freedom,170.9869516
35000000,2013,173965010,Identity Thief,1223.923751
35000000,2013,21819348,The Big Wedding,4181.190279
35000000,2013,112544580,Saving Mr. Banks,8984.948853
35000000,2013,116980662,Warm Bodies,165.6307157
35000000,2013,46216641,Parker,1576.273465
35000000,2013,42930462,Snitch,1607.380844
32000000,2010,69055695,Takers,2247.756822
32000000,2010,18409891,Repo Men,1756.655495
32000000,2010,42045846,Going the Distance,2954.206155
36000000,2014,52424533,Dolphin Tale 2,3932.517446
26000000,2003,90426405,Final Destination 2,103.8871815
26000000,2003,110230332,Freaky Friday,1007.302351
37000000,2015,173567581,Creed,3020.071706
37000000,2015,26250020,Aloha,2858.676391
23000000,1999,18653615,Anywhere But Here,278.3022261
23000000,1999,10827816,The End of the Affair,1356.2022
30000000,2008,105173115,Forgetting Sarah Marshall,39.74326135
30000000,2008,160259319,27 Dresses,480.2782863
30000000,2008,22211426,Doomsday,97.94002438
30000000,2008,84646831,Meet the Spartans,347.5947378
30000000,2008,63833449,Baby Mama,238.077823
30000000,2008,68369434,The X Files: I Want to Believe,338.7484197
30000000,2008,31148328,Pride and Glory,1797.107783
38000000,2016,109906372,The 5th Wave,632.2795853
38000000,2016,112343513,How to Be Single,665.4673483
25000000,2002,51842679,Blue Crush,325.9772522
25000000,2002,41604473,Undercover Brother,322.3600291
25000000,2002,10719357,Abandon,428.1431904
