Budget,Release Year,Revenue,Title,Starring Actors Popularity,profit
6000000,1995,23341568,The Usual Suspects,0.0,17341568
6000000,1995,2122561,Mallrats,0.0,-3877439
5000000,1989,14000000,Friday the 13th Part VIII: Jason Takes Manhattan,44.27185584,9000000
5000000,1989,11642254,Halloween 5: The Revenge of Michael Myers,213.9554483,6642254
8000000,2005,852872,Down in the Valley,928.2754622,-7147128
8000000,2005,23563727,Hustle & Flow,374.5066372,15563727
8000000,2005,127392239,March of the Penguins,3205.093729,119392239
8000000,2005,2019009,The Rocket: The Legend of Rocket Richard,4.984056232,-5980991
4000000,1982,36690067,Friday the 13th Part III,0.0,32690067
7000000,2001,10229331,The Wash,0.0,3229331
7000000,2001,4720371,The Other Side of Heaven,0.0,-2279629
4200000,1984,38376497,Red Dawn,90.21760468,34176497
3400000,1977,31063038,High Anxiety,0.0,27663038
8500000,2008,8936663,Ong Bak 2,36.40772549,436663
8000000,2006,426224,Fido,2457.839865,-7573776
8000000,2006,12671300,Bon Cop Bad Cop,0.0,4671300
8000000,2006,18948425,Akeelah and the Bee,2553.913627,10948425
8000000,2006,100523181,Little Miss Sunshine,1185.938652,92523181
8000000,2006,143451,10th & Wolf,183.2125825,-7856549
6500000,1999,28451622,Go,30.08529025,21951622
6500000,1999,4217115,Detroit Rock City,41.02787612,-2282885
7500000,2004,3347647,The Work and the Glory,0.0,-4152353
2500000,1967,3200000,Point Blank,29.96000607,700000
1650000,1953,30500000,From Here to Eternity,202.6046078,28850000
4000000,1983,92921203,Flashdance,2.427178084,88921203
7000000,2002,2062066,Auto Focus,1322.342907,-4937934
8500000,2009,4440055,Bright Star,171.9903713,-4059945
8000000,2007,458232,Brooklyn Rules,892.252179,-7541768
7000000,2003,16829545,House of 1000 Corpses,0.0,9829545
6000000,1998,58000000,Sliding Doors,589.5335667,52000000
2000000,1961,7600000,The Hustler,94.47216786,5600000
3500000,1980,83453539,Airplane!,0.0,79953539
3000000,1975,108981275,One Flew Over the Cuckoo's Nest,0.0,105981275
4000000,1985,14237000,The Return of the Living Dead,0.0,10237000
7000000,2004,29385320,Veer-Zaara,0.0,22385320
7400000,2006,17000000,Kabhi Alvida Naa Kehna,41.42719978,9600000
6000000,1999,6852450,200 Cigarettes,1364.250836,852450
6000000,1999,25059640,The Wood,64.73751988,19059640
6000000,1999,4398989,Simply Irresistible,217.7496264,-1601011
6000000,1999,30471,The Boondock Saints,1346.034109,-5969529
6000000,1999,10409377,The Virgin Suicides,603.2417494,4409377
2000000,1962,9250000,Lolita,152.5013017,7250000
2000000,1962,13129846,To Kill a Mockingbird,301.335956,11129846
8000000,2009,10848783,Extract,797.9324534,2848783
8000000,2009,29010817,New in Town,2776.514073,21010817
8000000,2009,10629321,The Boondock Saints II: All Saints Day,6.032687318,2629321
6500000,2002,12633747,Narc,322.1567189,6133747
7500000,2007,231411584,Juno,210.7313217,223911584
2800000,1974,86273333,Young Frankenstein,14.64536438,83473333
7000000,2005,54600000,"Good Night, and Good Luck.",575.730842,47600000
7000000,2005,49084830,Capote,600.8014933,42084830
6000000,2000,9000000,3 Strikes,0.0,3000000
2000000,1963,78898765,From Russia with Love,296.8381349,76898765
5000000,1994,3049135,Heavenly Creatures,0.0,-1950865
3500000,1982,20659423,The Man from Snowy River,79.88163425,17159423
7500000,2008,19000000,The Wave,0.0,11500000
2500000,1971,12348905,Escape from the Planet of the Apes,108.4678113,9848905
6000000,2001,1270522,Donnie Darko,994.3971215,-4729478
6000000,2001,2025238,Novocaine,1571.11404,-3974762
5000000,1995,15116634,Halloween: The Curse of Michael Myers,205.7678718,10116634
6500000,2004,1548955,A Home at the End of the World,1679.2612,-4951045
6500000,2004,98410061,Crash,1841.931994,91910061
6500000,2004,11850214,Layer Cake,0.0,5350214
7500000,2009,26096852,An Education,963.9035594,18596852
7500000,2009,60722734,(500) Days of Summer,1196.220294,53222734
4000000,1988,3468572,Talk Radio,92.99913672,-531428
4000000,1988,13008928,They Live,48.60719129,9008928
2800000,1976,60922980,The Omen,229.8904919,58122980
5000000,1996,13269963,Lone Star,107.9079366,8269963
2600000,1974,119500000,Blazing Saddles,14.64536438,116900000
6500000,2005,2025032,The Work and the Glory II: American Zion,4.817809831,-4474968
6500000,2005,24793509,Thank You for Smoking,690.8817237,18293509
7300000,2009,10329747,Harry Brown,1232.671641,3029747
7000000,2008,1100000,Roadside Romeo,0.0,-5900000
7000000,2008,8900000,Stargate: The Ark of Truth,0.0,1900000
7000000,2008,6230276,College,0.0,-769724
6000000,2003,18750246,A Mighty Wind,0.0,12750246
6000000,2003,2944752,Shattered Glass,991.5066067,-3055248
5000000,1997,3263585,The Sweet Hereafter,0.0,-1736415
3500000,1985,34000000,Day of the Dead,0.0,30500000
6500000,2006,13368437,Friends with Money,424.7107079,6868437
6500000,2006,22889018,The Wind That Shakes the Barley,199.4539657,16389018
7000000,2009,39462438,Crazy Heart,1340.989622,32462438
7000000,2009,31430334,A Serious Man,0.0,24430334
7000000,2009,1429299,I Hope They Serve Beer in Hell,316.8561373,-5570701
6000000,2004,119114517,Fahrenheit 9/11,2375.196281,113114517
5000000,1998,1980338,Zero Effect,2049.77981,-3019662
3600000,1987,5923044,Evil Dead II,74.9842569,2323044
1800000,1964,9440272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.0,7640272
6000000,2005,27165581,The Protector,0.0,21165581
2700000,1978,141000000,Animal House,0.0,138300000
3500000,1987,14000000,Creepshow 2,543.1875692,10500000
2090000,1970,40000000,Beyond the Valley of the Dolls,0.0,37910000
4500000,1996,7011317,Bound,38.21426613,2511317
6000000,2006,48027970,The Last King of Scotland,865.6187234,42027970
6000000,2006,57231524,Madea's Family Reunion,0.0,51231524
2700000,1979,37799643,The Black Stallion,951.3312078,35099643
1250000,1953,8500000,Niagara,143.0775757,7250000
5000000,2000,110000000,Billy Elliot,0.0,105000000
5300000,2002,3897799,The Spanish Apartment,273.5118059,-1402201
6500000,2009,1521261,The Messenger,193.4422081,-4978739
6000000,2007,18197398,Daddy Day Camp,875.0681017,12197398
5800000,2006,7000000,Crossover,29.59230105,1200000
5000000,2001,33616692,Y Tu Mamá También,33.86733997,28616692
5000000,2001,5476060,Made,176.2547717,476060
6000000,2008,69497,"Surfer, Dude",1543.897256,-5930503
6000000,2008,2899975,The Wackness,859.8291609,-3100025
6000000,2008,44703995,The Wrestler,632.7763061,38703995
6000000,2008,7518876,Dolphins and Whales: Tribes of the Ocean,373.7588614,1518876
2000000,1971,11833696,Bananas,0.0,9833696
5000000,2002,368744044,My Big Fat Greek Wedding,0.0,363744044
5000000,2002,64282312,Jackass: The Movie,0.0,59282312
5000000,2002,38275483,National Lampoon’s Van Wilder,232.2064184,33275483
5000000,2002,82719885,28 Days Later,0.0,77719885
3705538,1992,62548947,The Crying Game,0.0,58843409
3000000,1985,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,0.0,26999213
3000000,1985,20966644,A Room with a View,0.0,17966644
4000000,1995,4300000,Four Rooms,192.9274642,300000
1800000,1968,6800000,Hang 'em High,89.91294001,5000000
6000000,2009,6670712,City Island,448.7202978,670712
2000000,1972,18016290,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,45.17090799,16016290
5000000,2003,2466444,Wonderland,2063.806597,-2533556
5000000,2003,742898,Party Monster,1369.838386,-4257102
1200000,1955,7000000,The Trouble with Harry,0.0,5800000
3000000,1986,19472057,Friday the 13th Part VI: Jason Lives,0.0,16472057
4000000,1996,16491080,Trainspotting,14.2030273,12491080
4500000,2000,7390108,Requiem for a Dream,745.3078467,2890108
2000000,1973,18344729,Sleeper,111.0167735,16344729
5000000,2004,8203235,The Machinist,317.783645,3203235
4800000,2003,79384880,"Good bye, Lenin!",0.0,74584880
3500000,1993,27900000,Menace II Society,0.0,24400000
5600000,2009,18469680,[REC]²,39.28278328,12869680
3000000,1988,7282851,Phantasm II,0.0,4282851
2500000,1982,14400000,Halloween III: Season of the Witch,0.0,11900000
1800000,1971,41158757,The French Connection,0.0,39358757
5000000,2006,26888376,Clerks II,53.52453259,21888376
5000000,2006,140666,Opal Dream,0.0,-4859334
3600000,1995,49800000,Leaving Las Vegas,84.83755048,46200000
2600000,1984,32980880,Friday the 13th: The Final Chapter,0.0,30380880
4800000,2005,80578934,Hostel,24.99297087,75778934
2700000,1986,3500000,The Wraith,0.0,800000
2000000,1976,7900000,Family Plot,0.0,5900000
5000000,2007,782102,Redacted,0.0,-4217898
3500000,1995,28215918,Friday,114.0917512,24715918
3000000,1990,15369573,Spaced Invaders,0.0,12369573
2800000,1988,19170001,Friday the 13th Part VII: The New Blood,0.0,16370001
4361898,2003,3031801,Mambo Italiano,0.0,-1330097
5000000,2008,16174377,Sunshine Cleaning,511.6598984,11174377
5000000,2008,4040588,Bottle Shock,1768.320498,-959412
5000000,2008,1296184,"War, Inc.",1078.068987,-3703816
3500000,1996,9482579,She's the One,666.1250588,5982579
3800000,1999,28200000,East Is East,0.0,24400000
1700000,1972,9700000,Conquest of the Planet of the Apes,77.68633533,8000000
4000000,2001,44909486,Monster's Ball,953.8037729,40909486
5000000,2009,9760104,Moon,2044.065619,4760104
5000000,2009,17872796,Soul Kitchen,9.940128345,12872796
3500000,1997,257850122,The Full Monty,0.0,254350122
1700000,1973,8844595,Battle for the Planet of the Apes,102.5446677,7144595
4000000,2002,146402,Mondays in the Sun,0.0,-3853598
4000000,2002,35564473,Bowling for Columbine,11.35432686,31564473
4000000,2002,9304609,Secretary,23.52821623,5304609
1455000,1968,2620000,Shalako,2263.965979,1165000
4200000,2004,32000000,Night Watch,0.0,27800000
3000000,1993,15938065,Jason Goes to Hell: The Final Friday,70.12633526,12938065
3000000,1993,1200000,Excessive Force,173.6405996,-1800000
1000000,1956,9000000,Love Me Tender,0.0,8000000
4000000,2003,119723856,Lost in Translation,302.672814,115723856
4000000,2004,30039392,Shaun of the Dead,0.0,26039392
910000,1954,9600000,On the Waterfront,52.90231427,8690000
2000000,1981,24600832,Mad Max 2: The Road Warrior,295.1792139,22600832
1600000,1974,4420000,The Conversation,150.6962484,2820000
4000000,2005,152925093,Saw II,0.0,148925093
4000000,2005,866999,Mirrormask,0.0,-3133001
4500000,2009,744816,Life During Wartime,104.3382388,-3755184
2200000,1985,21930418,Friday the 13th: A New Beginning,0.0,19730418
3000000,1996,4109095,Kama Sutra - A Tale of Love,0.0,1109095
4000000,2006,13401952,The History Boys,0.0,9401952
4000000,2006,4630045,Let's Go to Prison,188.0383572,630045
4000000,2006,31584901,Scoop,1223.144674,27584901
2962051,1996,3011195,Basquiat,719.9922264,49144
3500159,2002,76578641,Bend It Like Beckham,0.0,73078482
1200000,1966,6000000,"The Good, the Bad and the Ugly",66.68254161,4800000
3000000,1997,23144499,Air Bud,0.0,20144499
3000000,1997,302204,Shooting Fish,0.0,-2697796
4000000,2007,2426851,You Kill Me,1302.496999,-1573149
2600000,1993,2850263,Airborne,0.0,250263
3000000,1998,2807390,Happiness,26.11828682,-192610
4000000,2008,530048,Winter in Wartime,0.0,-3469952
2000000,1985,390659,Subway,0.0,-1609341
3300000,2002,30641770,City of God,0.0,27341770
3000000,1999,3076820,Jawbreaker,124.6340253,76820
2900000,1998,5596708,Central Station,0.0,2696708
730000,1952,8000000,High Noon,0.000185036,7270000
1000000,1963,37600000,Tom Jones,0.0,36600000
3500000,2006,113783,Winter Passing,1407.639937,-3386217
950000,1962,59600000,Dr. No,0.0,58650000
3000000,2001,18492362,Super Troopers,0.0,15492362
3800000,2009,111731,Saint John of Las Vegas,434.2828774,-3688269
2500000,1995,5535405,Before Sunrise,615.5926104,3035405
1800000,1984,25504513,A Nightmare on Elm Street,0.0,23704513
3000000,2002,19184015,Martin Lawrence Live: Runteldat,697.4921266,16184015
3000000,2003,14980005,Oldboy,0.0,11980005
2400000,1996,5731103,Get on the Bus,363.456037,3331103
3500000,2009,44462,Defendor,193.4422081,-3455538
3000000,2004,6804016,Woman Thou Art Loosed,58.65693947,3804016
1300000,1976,28262574,Taxi Driver,10.35349541,26962574
806948,1960,32000000,Psycho,0.0,31193052
3000000,2005,18637690,Waiting...,382.5577433,15637690
3000000,2005,11718595,Dave Chappelle's Block Party,213.0147606,8718595
3000000,2005,9879971,Tsotsi,0.0,6879971
2000000,1993,54207,Return of the Living Dead 3,0.0,-1945793
950000,1968,814666,Charly,0.0,-135334
1500000,1984,2300000,Repo Man,0.0,800000
2700000,2004,15992615,Before Sunset,795.1479519,13292615
3000000,2008,3830137,Choke,550.3041932,830137
2600000,2004,3166000,Riding Giants,0.0,566000
3000000,2009,2357852,Fish Tank,0.0,-642148
2500000,2004,26781723,Garden State,2467.435665,24281723
1250000,1981,21722776,Friday the 13th Part 2,0.0,20472776
1500000,1988,11806119,Bloodsport,0.0,10306119
2000000,1998,124494,Six-String Samurai,0.0,-1875506
2053648,1999,500000,Beyond the Mat,0.0,-1553648
2600000,2007,553198,Timecrimes,0.0,-2046802
2000000,1999,7,Dreaming of Joseph Lees,0.0,-1999993
2000000,1999,11540607,Boys Don't Cry,13.06636656,9540607
1000000,1976,117235147,Rocky,27.13185581,116235147
2500000,2007,71904,Eye of the Dolphin,0.0,-2428096
1250000,1984,3412497,C.H.U.D.,0.0,2162497
2000000,2000,20908467,Amores perros,0.0,18908467
2380000,2006,8176544,This Is England,0.0,5796544
2500000,2008,107559,Sleep Dealer,288.1131748,-2392441
2000000,2002,2506446,Full Frontal,363.3098699,506446
1300000,1988,354704,Prison,0.0,-945296
1500000,1993,418961,Killing Zoe,0.0,-1081039
2200000,2006,11502151,Rang De Basanti,0.0,9302151
2000000,2003,1672730,"The Book of Mormon Movie, Volume 1: The Journey",0.0,-327270
2000000,2003,4601043,Thirteen,73.67362573,2601043
1000000,1980,21378361,The Fog,212.8242132,20378361
2000000,2004,120620,It's All Gone Pete Tong,0.0,-1879380
1000000,1981,17985893,The Howling,0.0,16985893
1700000,1999,1943649,"Happy, Texas",195.0166512,243649
1500000,1995,7412216,Kids,0.0,5912216
777000,1973,140000000,American Graffiti,0.0,139223000
2000000,2005,653621,Inside Deep Throat,595.7054736,-1346379
2000000,2005,5048693,The Proposition,631.6695688,3048693
2000000,2005,5967038,Harsh Times,293.1539491,3967038
2000000,2006,5179037,Shortbus,0.0,3179037
2000000,2006,622806,Sherrybaby,13.33657543,-1377194
2000000,2006,70000000,The Lives of Others,0.0,68000000
2000000,2007,22179430,Waitress,53.20181901,20179430
2000000,2007,1431623,No End in Sight,217.3836983,-568377
2000000,2007,5364858,Diary of the Dead,0.0,3364858
1530000,1998,7267585,Run Lola Run,0.0,5737585
560000,1964,12299668,A Hard Day's Night,0.0,11739668
1100000,1987,1400000,From a Whisper to a Scream,35.19499506,300000
1500000,1998,2375097,Buffalo '66,518.5981824,875097
2000000,2008,11125849,Waltz with Bashir,0.0,9125849
2000000,2009,33965843,The Secret in Their Eyes,0.0,31965843
1200000,1992,14661007,Reservoir Dogs,89.55555725,13461007
1000000,1987,14564027,Hellraiser,0.0,13564027
600000,1970,34505110,Woodstock,0.0,33905110
1500000,2001,416925,The Believer,0.0,-1083075
1500000,2001,373967,Session 9,16.61149908,-1126033
1350000,1998,3897569,"Lock, Stock and Two Smoking Barrels",0.0,2547569
860000,1985,2451545,My Beautiful Laundrette,0.0,1591545
1500000,2005,11098131,The Squid and the Whale,768.6708294,9598131
1500000,2005,712294,The Ballad of Jack and Rose,454.3861655,-787706
350000,1957,1000000,12 Angry Men,0.0,650000
1500000,2007,173066,My Name Is Bruce,49.52657321,-1326934
1500000,2007,30448000,[REC],0.0,28948000
1500000,2009,32000,Pontypool,0.0,-1468000
1000000,1996,24475416,Sling Blade,0.0,23475416
500000,1973,3000000,Mean Streets,0.0,2500000
1000000,1997,2057193,Two Girls and a Guy,0.0,1057193
1300000,2006,639000,Journey from the Fall,0.0,-661000
1200000,2004,103911669,Saw,1299.143582,102711669
1000000,1999,10037390,Godzilla 2000,0.0,9037390
1000000,2000,623791,Fiza,0.0,-376209
1000000,2000,1744858,The Broken Hearts Club: A Romantic Comedy,0.0,744858
500000,1977,17000000,Kingdom of the Spiders,0.0,16500000
800000,1993,1001437,Ruby in Paradise,0.0,201437
1000000,2001,852206,Brigham City,34.24597568,-147794
1000000,2001,10013424,Kissing Jessica Stein,0.0,9013424
1000000,2002,464000,Blue Car,228.8826833,-536000
1000000,2005,13350369,Transamerica,104.4633815,12350369
1000000,2005,10047674,Cry_Wolf,0.0,9047674
210000,1953,5000000,"The Beast from 20,000 Fathoms",0.0,4790000
400000,1975,5028948,Monty Python and the Holy Grail,0.0,4628948
1000000,2006,7202,Special,158.2316345,-992798
1000000,2006,10018,Alone With Her,0.0,-989982
1000000,2006,1678874,Who Killed the Electric Car?,7265.071495,678874
1000000,2006,46243000,An Inconvenient Truth,372.3565615,45243000
700000,1994,7830611,Hoop Dreams,0.0,7130611
950000,2005,7022209,Hard Candy,222.5649622,6072209
1000000,2007,274661,Taxi to the Dark Side,0.0,-725339
850000,2003,819939,Latter Days,8.439786491,-30061
900000,2005,381420,The Quiet,43.76665055,-518580
800000,2002,2816116,Raising Victor Vargas,0.0,2016116
400000,1979,100000000,Mad Max,0.0,99600000
800000,2003,62852,The Mudge Boy,0.0,-737148
700000,1999,10508,Naturally Native,610.0746622,-689492
852510,2007,1185783,"4 Months, 3 Weeks and 2 Days",0.0,333273
700000,2001,1667192,L.I.E.,0.0,967192
300000,1975,8000000,Death Race 2000,0.0,7700000
600000,1999,4000000,Human Traffic,0.0,3400000
350000,1981,29400000,The Evil Dead,0.0,29050000
800000,2009,1984662,Dead Snow,0.0,1184662
700000,2006,4911725,Half Nelson,244.8687773,4211725
200000,1964,14500000,A Fistful of Dollars,0.0,14300000
300000,1978,70000000,Halloween,0.0,69700000
500000,2002,150277,May,222.0853767,-349723
500000,2003,8679814,The Station Agent,0.0,8179814
500000,2004,603943,Mean Creek,610.5954745,103943
500000,2008,33456317,Fireproof,0.0,32956317
450000,2006,973525,Conversations with Other Women,987.088027,523525
400000,2004,46118097,Napoleon Dynamite,0.0,45718097
150000,1971,15200000,Sweet Sweetback's Baadasssss Song,0.0,15050000
312000,1999,1281176,Tumbleweeds,0.0,969176
300000,1998,40542,"First Love, Last Rites",3.641209001,-259458
114000,1968,30000000,Night of the Living Dead,0.0,29886000
300000,2001,2074000,Ayurveda: Art of Being,0.0,1774000
220000,1992,2040920,El Mariachi,0.0,1820920
300000,2003,7808524,Tupac: Resurrection,44.74714209,7508524
250000,1997,501818,Cube,0.0,251818
250000,1997,12021272,Chasing Amy,3.904364513,11771272
300000,2005,1750211,Murderball,0.0,1450211
100000,1969,27000000,The Stewardesses,0.0,26900000
250000,2001,4186931,Lovely & Amazing,112.8994104,3936931
200000,1996,4505922,Swingers,0.0,4305922
160000,1989,6706368,Roger & Me,0.0,6546368
180000,1997,900000,Children of Heaven,0.0,720000
85000,1974,30859000,The Texas Chain Saw Massacre,0.0,30774000
230000,2008,2260712,Bronson,16.01024367,2030712
150000,2002,2891288,Tadpole,0.0,2741288
160000,2007,20710513,Once,0.0,20550513
130000,2004,54667954,Open Water,0.0,54537954
100000,2006,10178331,Facing the Giants,0.0,10078331
60000,1998,3221152,Pi,0.0,3161152
60000,1999,248000000,The Blair Witch Project,0.0,247940000
65000,2004,28575078,Super Size Me,0.0,28510078
27000,1994,3151130,Clerks,0.0,3124130
12000,1972,6000000,Pink Flamingos,0.0,5988000
31192,2009,10000,Down Terrace,0.0,-21192
20000,1997,99000,Cure,0.0,79000
10000,1977,7000000,Eraserhead,0.0,6990000
15000,2007,193355800,Paranormal Activity,0.0,193340800
7000,2004,424760,Primer,0.0,417760
250,1998,203,I Married a Strange Person!,0.0,-47
218,2003,1162014,Tarnation,0.0,1161796
30,2000,103,Rugrats in Paris: The Movie,677.0799046,73
28,2001,14,The 51st State,2121.593505,-14
25,1999,13,Angela's Ashes,447.0777621,-12
11,1978,11,F.I.S.T.,404.1667478,0
8,1995,16,The Prophecy,364.409397,8
7,1992,5,Split Second,349.926304,-2
7,2009,7,Bran Nue Dae,1619.208645,0
