Budget,Revenue,Title,Average Vote,release_date,Release Year,Starring Actors Popularity
150000000,709709780,Transformers,6.6,2007/6/27,2007,23.43969559
190000000,209154322,Tomorrowland,6.2,2015/5/19,2015,4456.282754
190000000,1506249360,Furious 7,7.3,2015/4/1,2015,2429.132621
125000000,976475550,Harry Potter and the Philosopher's Stone,7.5,2001/11/16,2001,0
110000000,333011068,Tomorrow Never Dies,6,1997/12/11,1997,1533.618169
120000000,325756637,The Perfect Storm,6.2,2000/3/15,2000,759.6932112
170000000,396600000,Snow White and the Huntsman,5.8,2012/5/30,2012,2452.136256
175000000,150962475,47 Ronin,5.9,2013/12/6,2013,3663.474002
160000000,825532764,Inception,8.1,2010/7/14,2010,4563.019726
180000000,758539785,Maleficent,7,2014/5/28,2014,4594.549463
130000000,273339556,Bad Boys II,6.3,2003/7/18,2003,4024.524242
115000000,924317558,Star Wars: Episode I - The Phantom Menace,6.3,1999/5/19,1999,660.1297795
150000000,163712074,The Incredible Hulk,6.1,2008/6/12,2008,984.8319104
150000000,309979994,Bolt,6.3,2008/11/21,2008,2577.579341
150000000,624029371,Hancock,6.2,2008/7/1,2008,6584.095246
150000000,333932083,The Curious Case of Benjamin Button,7.3,2008/11/24,2008,5556.699604
150000000,603900354,Madagascar: Escape 2 Africa,6.2,2008/10/30,2008,4225.52758
178000000,370541256,Edge of Tomorrow,7.6,2014/5/27,2014,8486.475649
120000000,186053725,Atlantis: The Lost Empire,6.7,2001/6/2,2001,2340.729602
135000000,76932943,Stealth,4.9,2005/7/28,2005,622.401877
100000000,336529144,Batman Forever,5.2,1995/5/31,1995,1495.262591
170000000,644571402,Thor: The Dark World,6.8,2013/10/29,2013,4509.23826
165000000,471222889,Wreck-It Ralph,7.1,2012/11/1,2012,619.490006
160000000,353624124,X-Men: First Class,7.1,2011/5/24,2011,601.2119548
130000000,789804554,Harry Potter and the Prisoner of Azkaban,7.7,2004/5/31,2004,2784.157212
155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,2010/8/13,2010,960.857704
185000000,343471816,Star Trek Beyond,6.6,2016/7/7,2016,1690.739955
150000000,836297228,Transformers: Revenge of the Fallen,6,2009/6/19,2009,2513.644383
150000000,385680446,Star Trek,7.4,2009/5/6,2009,821.2966598
150000000,413106170,Night at the Museum: Battle of the Smithsonian,5.9,2009/5/20,2009,5143.849481
150000000,373062864,X-Men Origins: Wolverine,6.2,2009/4/28,2009,2091.259966
150000000,356613439,Angels & Demons,6.5,2009/5/13,2009,7888.843687
150000000,292817841,G-Force,5.1,2009/7/21,2009,751.6317296
105000000,121214377,Starship Troopers,6.7,1997/11/6,1997,0
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,5.2,2008/7/1,2008,941.2390791
132000000,591739379,War of the Worlds,6.2,2005/6/28,2005,6885.697845
140000000,258022233,Rush Hour 3,6.1,2007/8/8,2007,1305.942367
98000000,10017322,Cutthroat Island,5.7,1995/12/22,1995,360.1023614
120000000,649398328,Star Wars: Episode II - Attack of the Clones,6.4,2002/5/15,2002,2060.049225
120000000,169956806,Stuart Little 2,5.4,2002/7/19,2002,2573.283656
176000003,183987723,Jupiter Ascending,5.2,2015/2/4,2015,2058.123007
100000000,242295562,Eraser,5.6,1996/6/21,1996,4244.5466
100000000,100138851,The Hunchback of Notre Dame,6.8,1996/6/21,1996,1880.666568
170000000,714766572,Captain America: The Winter Soldier,7.6,2014/3/20,2014,3584.44737
170000000,773328629,Guardians of the Galaxy,7.9,2014/7/30,2014,4062.486933
170000000,710644566,Dawn of the Planet of the Apes,7.3,2014/6/26,2014,3349.958082
175000000,331926147,The Good Dinosaur,6.6,2015/11/14,2015,283.4478368
175000000,857611174,Inside Out,8,2015/6/9,2015,190.4815587
180000000,356743061,The Legend of Tarzan,5.5,2016/6/29,2016,2144.422585
130000000,211643158,Kingdom of Heaven,6.6,2005/5/3,2005,1666.986592
130000000,119269486,Sahara,5.7,2005/4/6,2005,1296.477128
115000000,274703340,Lara Croft: Tomb Raider,5.7,2001/6/11,2001,1549.821591
115000000,562816256,"Monsters, Inc.",7.5,2001/11/1,2001,1307.575711
150000000,335154643,Prince of Persia: The Sands of Time,6.2,2010/5/19,2010,1285.141911
150000000,215283742,The Sorcerer's Apprentice,5.8,2010/7/13,2010,3645.376594
150000000,318502923,The Last Airbender,4.7,2010/6/30,2010,0
125000000,544272402,The Day After Tomorrow,6.2,2004/5/26,2004,677.4300066
178000000,543934787,X-Men: Apocalypse,6.4,2016/5/18,2016,3873.726988
140000000,585174222,Iron Man,7.4,2008/4/30,2008,606.658837
110000000,215294342,The Patriot,6.8,2000/6/28,2000,3340.606064
120000000,259175788,Charlie's Angels: Full Throttle,5.2,2003/6/27,2003,3722.62668
165000000,652105443,Big Hero 6,7.8,2014/10/24,2014,0
165000000,675120017,Interstellar,8.1,2014/11/5,2014,3602.986825
175000000,745000000,Suicide Squad,5.9,2016/8/2,2016,7356.107717
175000000,966550600,The Jungle Book,6.7,2016/4/7,2016,1755.800021
126000000,162949164,The Island,6.5,2005/7/20,2005,3059.408255
115000000,77628265,Windtalkers,5.8,2002/6/14,2002,2581.210066
150000000,38992758,Mars Needs Moms,5.5,2011/3/9,2011,1702.700527
150000000,665692281,Kung Fu Panda 2,6.7,2011/5/25,2011,4126.573343
150000000,449326618,Thor,6.6,2011/4/21,2011,3985.704796
120000000,347234916,"I, Robot",6.7,2004/7/15,2004,4339.666084
170000000,299370084,Alice Through the Looking Glass,6.5,2016/5/25,2016,8292.100868
130000000,289047763,Fantastic 4: Rise of the Silver Surfer,5.4,2007/6/13,2007,371.1985955
55000000,300218018,Superman,6.9,1978/12/13,1978,873.5594984
150000000,245527149,Dark Shadows,5.7,2012/5/8,2012,8455.192785
150000000,301000000,Wrath of the Titans,5.5,2012/3/27,2012,4036.761349
145000000,694713380,Mission: Impossible - Ghost Protocol,6.8,2011/12/7,2011,7724.911174
125000000,767820459,The Da Vinci Code,6.5,2006/5/17,2006,7265.071495
85000000,137298489,Last Action Hero,6.1,1993/6/18,1993,3495.563001
90000000,366101666,Die Hard: With a Vengeance,6.9,1995/5/19,1995,1092.608337
107000000,87713825,Ali,6.7,2001/12/11,2001,3361.742715
92000000,494471524,Twister,6.1,1996/5/10,1996,667.0591621
116000000,102000000,The Aviator,7,2004/12/17,2004,4179.063867
100000000,211989043,End of Days,5.5,1999/11/24,1999,5015.469248
100000000,93700000,Bicentennial Man,6.9,1999/12/17,1999,4149.024849
103000000,457640427,Gladiator,7.9,2000/5/1,2000,197.902127
165000000,389681935,Independence Day: Resurgence,4.9,2016/6/22,2016,3102.078251
160000000,653428261,The Hunger Games: Mockingjay - Part 2,6.6,2015/11/18,2015,3530.12943
130000000,49554002,Australia,6.3,2008/11/18,2008,2073.583111
130000000,631744560,Kung Fu Panda,6.9,2008/6/4,2008,2365.338722
150000000,205366737,White House Down,6.4,2013/6/27,2013,1682.386756
150000000,1274219009,Frozen,7.3,2013/11/27,2013,291.9362443
145000000,746921274,Madagascar 3: Europe's Most Wanted,6.4,2012/6/6,2012,5836.42529
145000000,306941670,Rise of the Guardians,7.1,2012/11/21,2012,2091.596541
80000000,280000000,Batman Returns,6.6,1992/6/19,1992,884.6683923
140000000,370569774,Captain America: The First Avenger,6.6,2011/7/22,2011,3448.014757
95000000,250288523,The Mask of Zorro,6.3,1998/7/16,1998,1459.531891
110000000,407711549,X2,6.8,2003/4/24,2003,3227.219396
120000000,461983149,Cars,6.6,2006/6/8,2006,860.7739797
100000000,155464351,What Lies Beneath,6.3,2000/7/21,2000,8214.26295
100000000,169327687,The Emperor's New Groove,7.2,2000/12/9,2000,868.9577933
160000000,433677183,Warcraft,6.3,2016/5/25,2016,354.3427965
130000000,185258983,Watchmen,7,2009/3/5,2009,1361.71587
155000000,440603537,Terminator Genisys,5.8,2015/6/23,2015,4193.086455
102000000,147080413,Swordfish,6.1,2001/6/7,2001,2193.658063
90000000,263920180,The Fifth Element,7.3,1997/5/7,1997,1717.47504
90000000,140807547,The Devil's Own,5.9,1997/3/12,1997,7678.076521
90000000,171120329,Contact,7.2,1997/7/11,1997,517.6116034
90000000,589390539,Men in Black,6.9,1997/7/2,1997,2049.274093
110000000,362744280,Ocean's Twelve,6.4,2004/12/9,2004,3462.5235
110000000,103951461,Home on the Range,5.7,2004/4/2,2004,89.14720477
110000000,72178895,Around the World in 80 Days,5.7,2004/6/16,2004,1291.19361
54000000,190458706,Superman II,6.5,1980/12/4,1980,912.7666211
135000000,245724603,Rango,6.6,2011/3/2,2011,7103.62202
113000000,850000000,Star Wars: Episode III - Revenge of the Sith,7.1,2005/5/17,2005,3059.408255
100000000,362211740,Planet of the Apes,5.6,2001/7/25,2001,886.3693462
100000000,235926552,A.I. Artificial Intelligence,6.8,2001/6/29,2001,146.4018779
70000000,90000098,The Abyss,7.1,1989/8/9,1989,617.88754
130000000,321887208,Megamind,6.7,2010/10/28,2010,6314.382562
150000000,1513528810,Jurassic World,6.5,2015/6/9,2015,1444.576228
150000000,378858340,Mad Max: Fury Road,7.2,2015/5/13,2015,2061.927375
150000000,682330139,Mission: Impossible - Rogue Nation,7.1,2015/7/23,2015,8639.488968
150000000,128388320,Pan,5.9,2015/9/24,2015,4418.622619
102000000,358372926,Minority Report,7.1,2002/6/20,2002,5809.25407
145000000,609123048,How to Train Your Dragon 2,7.6,2014/6/12,2014,2536.684573
145000000,272912430,Mr. Peabody & Sherman,6.7,2014/2/7,2014,30.02172811
90000000,304320254,Mulan,7.6,1998/6/18,1998,2107.833018
90000000,250649836,Enemy of the State,6.7,1998/11/20,1998,2756.919583
90000000,69131860,Babe: Pig in the City,5.2,1998/11/25,1998,72.05994502
90000000,142940100,Meet Joe Black,6.9,1998/11/12,1998,2064.989208
98000000,433013274,The Mummy Returns,6,2001/4/28,2001,239.6992108
95000000,190213455,Hollow Man,5.6,2000/8/4,2000,1384.364596
95000000,76432727,The Road to El Dorado,7,2000/3/31,2000,384.2025593
110000000,478207520,Mr. & Mrs. Smith,6.5,2005/6/7,2005,4620.910772
120000000,93945766,Speed Racer,5.7,2008/5/9,2008,534.1342186
100000000,7103973,The Adventures of Pluto Nash,4.4,2002/8/15,2002,4094.325049
100000000,193772504,Gangs of New York,7.1,2002/12/14,2002,3518.826707
100000000,35168966,K-19: The Widowmaker,6.1,2002/7/19,2002,7985.771195
100000000,876688482,Harry Potter and the Chamber of Secrets,7.4,2002/11/13,2002,1535.617471
70000000,240031094,Die Hard 2,6.6,1990/7/2,1990,318.4597531
130000000,554987477,Puss in Boots,6.4,2011/10/28,2011,1709.670493
130000000,150406466,Happy Feet Two,5.8,2011/11/17,2011,4469.162271
130000000,371940071,The Adventures of Tintin,6.7,2011/10/25,2011,2124.802038
105000000,115772733,The Chronicles of Riddick,6.3,2004/6/11,2004,1697.028557
58000000,25928721,The Cotton Club,6.6,1984/12/14,1984,0
125000000,232713139,Clash of the Titans,5.6,2010/4/1,2010,3922.087039
31115000,71000000,Cleopatra,6.7,1963/6/12,1963,190.9742745
85000000,315156409,Air Force One,6.2,1997/7/25,1997,7678.076521
90000000,497366869,Toy Story 2,7.3,1999/10/30,1999,4719.576802
90000000,60289912,The Insider,7.3,1999/10/28,1999,1631.68771
90000000,161626121,Payback,6.7,1999/2/5,1999,3142.106432
140000000,268031828,Exodus: Gods and Kings,5.6,2014/12/3,2014,4431.873848
110000000,574480841,Night at the Museum,6.3,2006/10/20,2006,3619.024408
92000000,264105545,Charlie's Angels,5.6,2000/11/2,2000,1979.642045
135000000,585178928,The Croods,6.8,2013/3/20,2013,3829.500738
135000000,282570682,Turbo,6.1,2013/7/11,2013,1233.128521
70000000,300854823,Hook,6.6,1991/12/11,1991,1459.024594
94000000,54744738,Driven,4.5,2001/4/27,2001,410.1194741
130000000,276572938,The Bourne Legacy,6,2012/8/8,2012,1140.09786
130000000,403170142,Prometheus,6.3,2012/5/30,2012,839.7488926
145000000,521170825,Kung Fu Panda 3,6.7,2016/1/23,2016,3148.634177
125000000,626137675,Fast Five,7.1,2011/4/20,2011,1817.503333
125000000,334615000,Sherlock Holmes: A Game of Shadows,7,2011/11/22,2011,2941.543509
93000000,368780809,Jurassic Park III,5.7,2001/7/18,2001,2300.533542
93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,8,2001/12/18,2001,490.6421945
85000000,71485043,What Dreams May Come,6.8,1998/10/2,1998,3763.785314
80000000,250200000,Space Jam,6.5,1996/11/15,1996,0
80000000,309492681,Ransom,6.4,1996/11/8,1996,2006.919126
80000000,457696359,Mission: Impossible,6.7,1996/5/22,1996,3672.131329
80000000,159212469,Daylight,5.8,1996/12/6,1996,2515.696241
90000000,60874615,Mission to Mars,5.7,2000/3/10,2000,1882.000823
90000000,237202299,Gone in Sixty Seconds,6.1,2000/6/9,2000,2201.77622
90000000,429632142,Cast Away,7.5,2000/12/22,2000,5920.060344
90000000,14828081,Supernova,4.9,2000/1/14,2000,182.2812646
63000000,189015611,Rambo III,5.7,1988/5/24,1988,1406.659183
144000000,229147509,Ghostbusters,5.3,2016/7/14,2016,2868.233136
110000000,383531464,Live Free or Die Hard,6.4,2007/6/20,2007,5593.339187
110000000,228738393,Ghost Rider,5.2,2007/2/16,2007,3275.961706
92000000,172989651,Black Hawk Down,7.2,2001/12/28,2001,1538.255659
92000000,143049560,Spy Game,6.8,2001/11/18,2001,2469.64467
120000000,48668907,How Do You Know,4.9,2010/12/17,2010,2358.501679
100000000,82102379,Catwoman,4.2,2004/7/22,2004,1492.770956
100000000,108103450,Hidalgo,6.5,2004/3/5,2004,3368.15251
100000000,347451894,National Treasure,6.4,2004/11/19,2004,2632.081879
130000000,243843127,After Earth,5,2013/5/30,2013,7453.191675
130000000,847423452,The Hunger Games: Catching Fire,7.4,2013/11/15,2013,1581.383909
130000000,61648500,R.I.P.D.,5.4,2013/7/18,2013,2104.481836
130000000,371876278,G.I. Joe: Retaliation,5.4,2013/3/26,2013,1607.380844
80000000,245676146,Face/Off,6.8,1997/6/27,1997,1540.382463
80000000,177977226,Flubber,5.3,1997/11/26,1997,3119.508053
80000000,17626234,The Postman,6.1,1997/12/25,1997,3494.54785
90000000,10372291,Town & Country,3.7,2001/4/27,2001,732.918137
90000000,347325802,Rush Hour 2,6.4,2001/8/3,2001,679.7851266
65000000,261317921,Total Recall,7.1,1990/6/1,1990,1553.854889
132000000,373552094,Penguins of Madagascar,6.5,2014/11/22,2014,0
140000000,150680864,Gods of Egypt,5.3,2016/2/25,2016,3059.349575
140000000,183345589,The BFG,6,2016/6/1,2016,444.8299502
117000000,261930431,Knight and Day,5.9,2010/6/15,2010,7617.086722
95000000,156505388,Lara Croft Tomb Raider: The Cradle of Life,5.5,2003/7/21,2003,1121.469646
120000000,227817248,The Green Hornet,5.5,2011/1/12,2011,985.8438707
135000000,532950503,The Revenant,7.3,2015/12/25,2015,6583.484566
135000000,368871007,Home,6.8,2015/3/18,2015,1020.042422
100000000,202026112,Fun with Dick and Jane,5.9,2005/12/21,2005,4454.889045
70000000,255000211,Cliffhanger,6.1,1993/5/28,1993,1780.496164
94000000,940335536,Finding Nemo,7.6,2003/5/30,2003,48.27427294
94000000,1118888979,The Lord of the Rings: The Return of the King,8.1,2003/12/1,2003,3227.219396
130000000,117831631,Pompeii,5.2,2014/2/18,2014,2164.167434
85000000,183611771,102 Dalmatians,5.1,2000/10/7,2000,1345.680984
80000000,136159423,Lost in Space,5,1998/4/3,1998,1828.343489
65000000,17218080,Hudson Hawk,5.4,1991/5/23,1991,834.3400364
82000000,47434430,Man on the Moon,6.9,1999/12/22,1999,3200.663791
75000000,335062621,The Rock,6.9,1996/6/6,1996,3259.209878
75000000,816969268,Independence Day,6.7,1996/6/25,1996,1758.151426
120000000,609016565,Life of Pi,7.2,2012/11/20,2012,47.42657364
120000000,829000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2012/11/13,2012,2452.136256
135000000,245623848,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,2016/6/1,2016,2239.564586
84000000,123307945,Nutty Professor II: The Klumps,4.7,2000/7/27,2000,3008.86414
127000000,349424282,Night at the Museum: Secret of the Tomb,6.1,2014/12/17,2014,6677.596992
100000000,249288105,Eragon,4.9,2006/12/14,2006,842.8786331
100000000,170877916,Blood Diamond,7.3,2006/12/7,2006,4132.625975
100000000,384335608,Happy Feet,5.9,2006/11/16,2006,4480.140304
72000000,210000000,Braveheart,7.7,1995/5/24,1995,986.0939917
130000000,519311965,Ant-Man,7,2015/7/14,2015,1792.31466
112000000,237382724,Gulliver's Travels,4.9,2010/12/25,2010,2294.053596
83000000,59468275,The Flintstones in Viva Rock Vegas,4.4,2000/4/28,2000,437.7636421
125000000,752100229,The Hunger Games: Mockingjay - Part 1,6.6,2014/11/18,2014,2778.992165
125000000,362637473,Noah,5.6,2014/3/20,2014,6417.66676
125000000,477200000,Teenage Mutant Ninja Turtles,5.8,2014/8/7,2014,1821.618147
85000000,450717150,Ocean's Eleven,7.2,2001/12/7,2001,2469.64467
80000000,91188905,The Haunting,5.2,1999/7/23,1999,660.1297795
80000000,176885658,Analyze This,6.4,1999/3/5,1999,1386.922284
80000000,90874570,Fantasia 2000,7,1999/12/17,1999,23.98827238
80000000,118880016,Message in a Bottle,5.8,1999/2/22,1999,3367.95002
90000000,182290266,The Haunted Mansion,5.2,2003/11/25,2003,4056.674213
82000000,96085477,The 6th Day,5.7,2000/11/17,2000,5249.089097
75000000,136982834,Conspiracy Theory,6.5,1997/8/7,1997,2526.470515
75000000,224012234,Con Air,6.5,1997/6/1,1997,783.1530767
110000000,293329073,Salt,6.2,2010/7/21,2010,3516.07882
92000000,631442092,The Incredibles,7.4,2004/11/5,2004,2774.883785
120000000,415440673,The Wolverine,6.3,2013/7/23,2013,3184.629258
120000000,286168572,Oblivion,6.4,2013/4/10,2013,8408.179507
100000000,266465037,American Gangster,7.4,2007/11/2,2007,2779.256204
55000000,14375181,Ishtar,4.2,1987/5/15,1987,567.1951807
46000000,5200000,Inchon,6.5,1981/5/4,1981,10.51695602
60000000,157920733,Days of Thunder,5.9,1990/6/27,1990,2238.816181
105000000,267045765,The Princess and the Frog,6.7,2009/12/8,2009,43.18901132
85000000,78382433,Collateral Damage,5.5,2002/2/6,2002,5146.996552
80000000,33463969,Red Planet,5.4,2000/11/10,2000,2164.047349
80000000,34566746,Thirteen Days,6.9,2000/12/24,2000,3487.0712
80000000,39459427,The Legend of Bagger Vance,6.3,2000/11/2,2000,1577.258477
90000000,102000000,The Stepford Wives,5.4,2004/6/10,2004,1603.681093
73000000,229074524,The Lost World: Jurassic Park,6.2,1997/5/23,1997,3210.151373
87000000,148336445,Seabiscuit,6.7,2003/7/22,2003,398.1002702
75000000,46683377,Practical Magic,6.3,1998/10/16,1998,1398.671407
75000000,14567883,Soldier,6.1,1998/10/23,1998,759.0161039
75000000,140464664,Deep Impact,5.9,1998/5/8,1998,572.0288924
75000000,13100000,Sphere,5.8,1998/2/13,1998,2254.574675
44000000,3484331,Heaven's Gate,6.4,1980/11/19,1980,34.73193851
110000000,299268508,Real Steel,6.6,2011/9/28,2011,2450.981688
110000000,563749323,The Smurfs,5.5,2011/7/29,2011,222.9026443
120000000,242688965,RoboCop,5.7,2014/1/30,2014,3349.958082
84000000,275650703,Scooby-Doo,5.4,2002/6/14,2002,332.6452427
70000000,101371017,Mars Attacks!,6.1,1996/12/12,1996,1586.025968
115000000,286140700,Elysium,6.4,2013/8/7,2013,5231.814141
85000000,80916492,The Rundown,6.4,2003/9/26,2003,299.75863
63000000,920100000,Jurassic Park,7.6,1993/6/11,1993,29.46128196
73000000,103891409,Snake Eyes,5.8,1998/8/7,1998,1783.662835
75000000,19598588,The Astronaut's Wife,5.4,1999/8/26,1999,291.1904523
75000000,108000000,Three Kings,6.6,1999/9/27,1999,591.800088
75000000,29000000,The Out-of-Towners,5,1999/4/2,1999,471.8834795
120000000,167977596,Fantastic Four,4.4,2015/8/5,2015,232.3771849
97250400,132900000,Asterix at the Olympic Games,5,2008/1/13,2008,0
100000000,100086793,Where the Wild Things Are,6.4,2009/10/16,2009,415.7695287
100000000,150166126,The Taking of Pelham 1 2 3,6.2,2009/6/11,2009,3025.960182
100000000,242988466,Cloudy with a Chance of Meatballs,6.5,2009/9/17,2009,864.9059284
100000000,68688831,Land of the Lost,5.3,2009/6/5,2009,1205.486897
70000000,162000000,Alien: Resurrection,5.9,1997/11/12,1997,865.0471092
70000000,131457682,Seven Years in Tibet,7,1997/9/12,1997,1616.957
55000000,63408614,Tango & Cash,6.1,1989/12/22,1989,1811.075039
76000000,35134820,The Adventures of Rocky & Bullwinkle,3.9,2000/6/30,2000,733.2922692
88000000,108539911,Cinderella Man,7.3,2005/6/2,2005,2342.488992
88000000,105316267,The Brothers Grimm,5.6,2005/8/26,2005,3148.5481
80000000,123729176,The Time Machine,5.8,2002/3/4,2002,513.4957196
80000000,145771527,Lilo & Stitch,7.1,2002/6/21,2002,0
80000000,181001478,Road to Perdition,7.3,2002/7/12,2002,6340.246738
80000000,122563539,Spirit: Stallion of the Cimarron,7.4,2002/5/24,2002,2341.091186
90000000,65900249,Flags of Our Fathers,6.7,2006/10/18,2006,375.901462
90000000,289847354,The Departed,7.9,2006/10/5,2006,4132.625975
71000000,294456605,Doctor Dolittle,5.4,1998/6/22,1998,2107.833018
63000000,25052000,Wyatt Earp,6.5,1994/6/24,1994,3060.256983
73000000,151493655,The Bone Collector,6.5,1999/11/4,1999,1618.05838
75000000,296339527,X-Men,6.8,2000/7/13,2000,1264.33638
75000000,248118121,Unbreakable,6.9,2000/11/13,2000,4670.531146
75000000,215663859,Vertical Limit,5.9,2000/12/8,2000,1458.87903
75000000,36754634,Titan A.E.,6.3,2000/6/16,2000,2083.122965
110000000,125537191,Ender's Game,6.6,2013/10/23,2013,6528.185702
120000000,415484914,Jason Bourne,5.9,2016/7/27,2016,5966.465472
79000000,926287400,The Lord of the Rings: The Two Towers,8,2002/12/18,2002,1850.944469
100000000,310650585,Little Fockers,5.4,2010/12/21,2010,5541.670571
100000000,94882889,Green Zone,6.4,2010/3/11,2010,4572.233026
100000000,278731369,The Tourist,6,2010/12/8,2010,5659.226207
100000000,167805466,Unstoppable,6.3,2010/11/4,2010,3136.369539
100000000,288347692,Sex and the City 2,5.4,2010/5/26,2010,303.0432563
100000000,170432927,The Other Guys,6.1,2010/8/6,2010,2115.748153
68000000,118063304,The Saint,5.9,1997/4/3,1997,1713.071682
70000000,118000000,Star Trek: Insurrection,6.3,1998/12/10,1998,728.2244799
70000000,481840909,Saving Private Ryan,7.9,1998/7/24,1998,3538.986625
70000000,19870567,Hard Rain,5.5,1998/1/16,1998,2619.607106
70000000,218613188,The Prince of Egypt,6.8,1998/12/15,1998,1882.885222
70000000,56702901,A Civil Action,6.1,1998/3/5,1998,1957.570498
70000000,116672912,The Siege,6,1998/11/6,1998,2428.312728
70000000,164000000,Six Days Seven Nights,5.6,1998/6/12,1998,8272.303824
62000000,215887717,Clear and Present Danger,6.4,1994/8/3,1994,7890.475099
78000000,209196298,Red Dragon,6.7,2002/9/29,2002,1998.749362
85000000,162242962,Memoirs of a Geisha,7.3,2005/12/6,2005,858.1349913
80000000,68514844,Looney Tunes: Back in Action,5.6,2003/11/14,2003,947.4313312
80000000,484572835,Bruce Almighty,6.4,2003/5/23,2003,3823.913865
80000000,116643346,S.W.A.T.,5.8,2003/8/8,2003,2596.816975
80000000,19480739,Timeline,5.4,2003/11/26,2003,503.8754339
80000000,266728738,Something's Gotta Give,6.3,2003/12/12,2003,2180.175344
65000000,89456761,The Long Kiss Goodnight,6.5,1996/10/11,1996,1092.777519
75000000,67631903,Bandits,6.2,2001/10/12,2001,5255.602891
75000000,13596911,Osmosis Jones,5.9,2001/8/7,2001,929.8601246
75000000,54249294,Domestic Disturbance,5.4,2001/10/30,2001,2193.658063
75000000,5409517,Monkeybone,4.3,2001/2/23,2001,239.6992108
110000000,337580051,300: Rise of an Empire,6.1,2014/3/5,2014,943.9816347
92000000,188072649,Tropic Thunder,6.5,2008/8/9,2008,4225.52758
54000000,136766062,The Godfather: Part III,7.1,1990/12/24,1990,1111.755372
79000000,173013509,Cold Mountain,6.7,2003/12/24,2003,1572.270075
70000000,177841558,Double Jeopardy,6.2,1999/9/24,1999,2980.385633
70000000,11263966,Chill Factor,5.3,1999/9/1,1999,705.3682937
70000000,23159305,The Iron Giant,7.6,1999/8/6,1999,828.0127315
70000000,309457509,Runaway Bride,5.7,1999/7/30,1999,2627.735292
86000000,107944236,Arthur and the Invisibles,6,2006/12/13,2006,663.6480471
62000000,107879496,The American President,6.5,1995/11/17,1995,1942.402079
115000000,164602163,The Huntsman: Winter's War,6,2016/4/6,2016,3331.410696
60000000,223664608,Interview with the Vampire,7.2,1994/11/11,1994,3399.440212
102000000,130482868,Cloud Atlas,6.6,2012/10/26,2012,9075.678048
105000000,347434178,The Smurfs 2,5.5,2013/7/30,2013,737.8581358
105000000,351040419,The Great Gatsby,7.3,2013/5/10,2013,6091.094525
105000000,716392705,Gravity,7.3,2013/9/27,2013,3699.552867
78000000,179265204,The League of Extraordinary Gentlemen,5.7,2003/7/11,2003,3492.613265
85000000,194168700,The Holiday,6.7,2006/12/8,2006,5143.30903
85000000,158468292,The Fast and the Furious: Tokyo Drift,6.1,2006/6/3,2006,0
85000000,197309027,Open Season,6.1,2006/9/29,2006,1775.42323
85000000,144000000,Charlotte's Web,5.8,2006/12/15,2006,3986.956613
35000000,35323292,The Bad News Bears,6.9,1976/4/7,1976,0
80000000,55041367,Spanglish,5.8,2004/12/17,2004,1018.180926
80000000,78000586,Exorcist: The Beginning,4.7,2004/8/20,2004,617.7745533
80000000,96105964,The Manchurian Candidate,6.2,2004/7/30,2004,2385.464546
80000000,516642939,Meet the Fockers,6.1,2004/12/22,2004,2375.196281
90000000,162839667,The Spiderwick Chronicles,6.3,2008/2/14,2008,867.0888609
90000000,201596308,You Don't Mess with the Zohan,5.5,2008/6/5,2008,1845.075183
82000000,190320568,The Longest Yard,6.2,2005/5/19,2005,1332.803704
75000000,114660784,We Were Soldiers,6.7,2002/3/1,2002,4479.273066
95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,6,2010/2/1,2010,237.124868
110000000,470490832,San Andreas,6,2015/5/27,2015,2336.942743
110000000,295238201,Insurgent,6.2,2015/3/18,2015,3605.751407
100000000,425368238,Django Unchained,7.8,2012/12/25,2012,5753.204807
100000000,312573423,The Expendables 2,6.1,2012/8/8,2012,2524.103857
68000000,29762011,Mystery Men,5.7,1999/8/6,1999,736.7903773
66000000,189198313,The X Files,6.6,1998/6/19,1998,0
70000000,374111707,What Women Want,6.1,2000/12/15,2000,3340.606064
86000000,14373825,Awake,6.3,2007/11/28,2007,2078.086041
72000000,37317558,The Majestic,6.6,2001/12/21,2001,3940.687678
72000000,27642707,The Last Castle,7,2001/10/19,2001,943.0949458
55000000,149022650,Death Becomes Her,6.3,1992/7/30,1992,853.4316033
60000000,35431113,Money Train,5.4,1995/11/21,1995,32.29361868
60000000,104324083,Under Siege 2: Dark Territory,5.6,1995/7/13,1995,115.3155439
76000000,236350661,2 Fast 2 Furious,6.2,2003/6/5,2003,437.3632314
108000000,630161890,The Martian,7.6,2015/9/30,2015,5449.73512
85000000,340487652,Enchanted,6.6,2007/11/20,2007,253.2634662
85000000,311312624,Ocean's Thirteen,6.5,2007/6/7,2007,5249.473875
85000000,149044513,Surf's Up,5.9,2007/6/8,2007,528.4371779
82500000,237681299,Click,6,2006/6/22,2006,1569.423988
80000000,5989640,A Sound of Thunder,4.8,2005/5/15,2005,355.6620216
80000000,162944923,The Interpreter,6.2,2005/4/8,2005,1314.935601
80000000,10166502,The Great Raid,6.8,2005/8/12,2005,1160.821779
